Project|Planning_Status_SL|Point-of-View|Data Load Cube Name
P21115767|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115768|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115769|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115770|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115771|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115772|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115773|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115774|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115775|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115776|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115777|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115778|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115779|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115780|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115781|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115782|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115783|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115784|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115785|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115786|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115787|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115788|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115789|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115790|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115791|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115792|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115793|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115794|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115799|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115804|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115805|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115806|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115807|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115808|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115809|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115810|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115811|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115812|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115813|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115814|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115815|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115816|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115817|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115818|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115819|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115820|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115821|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115822|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115823|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115824|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115825|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115826|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115827|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115828|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115829|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115830|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115831|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115832|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115926|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115942|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115946|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115947|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115948|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115949|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115950|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115951|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115952|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115953|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115954|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115955|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115956|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115957|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115958|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115959|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115960|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115961|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115963|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115979|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115984|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115985|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115986|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116099|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116143|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116442|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116443|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116453|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116486|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116487|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116488|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116489|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116490|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116491|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116492|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116493|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116494|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116495|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116496|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116497|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116515|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116523|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116524|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116547|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116555|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116597|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116598|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116599|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116600|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116601|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116602|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116603|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116604|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116610|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116613|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116614|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116615|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116616|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116617|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116618|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116619|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116632|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116633|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116636|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116637|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116638|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116639|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116640|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116641|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116643|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116666|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116668|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116669|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116670|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116695|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116721|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116722|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116723|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116725|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116727|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116729|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116730|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116732|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116733|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116734|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116735|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116737|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116738|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116739|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116740|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116741|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116742|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116743|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116744|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116775|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116776|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116777|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116778|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116779|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116780|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116781|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116782|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116783|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116784|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116785|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116786|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116787|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116788|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116789|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116794|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116795|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116796|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116797|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116798|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116799|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116800|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116801|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116802|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116803|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116804|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116805|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116806|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116807|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116808|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116809|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116810|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116811|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116812|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116813|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116814|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116815|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116816|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116817|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116818|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116819|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116820|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116821|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116822|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116823|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116824|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116825|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116826|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116827|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116828|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116829|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116830|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116831|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116832|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116833|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116834|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21116835|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
