Project|Planning_Status_SL|Point-of-View|Data Load Cube Name
P21114397|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114398|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114399|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114400|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114401|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114402|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114403|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114404|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114405|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114406|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114407|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114408|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114409|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114410|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114411|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114412|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114413|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114414|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114415|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114416|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114417|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114418|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114419|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114420|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114421|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114422|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114423|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114425|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114426|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114427|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114429|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114430|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114431|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114432|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114433|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114434|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114435|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114436|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114437|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114438|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114439|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114440|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114441|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114442|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114443|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114444|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114445|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114446|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114447|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114448|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114449|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114450|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114451|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114452|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114453|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114454|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114455|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114456|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114457|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114458|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114459|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114460|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114461|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114462|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114463|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114464|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114465|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114466|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114467|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114468|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114469|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114525|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114526|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114527|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114528|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114529|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114530|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114532|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114533|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114538|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114539|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114540|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114541|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114542|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114562|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114564|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114565|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114566|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114567|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114648|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114661|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114843|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114950|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114965|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114966|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21114998|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115012|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115013|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115031|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115035|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115036|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115037|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115038|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115040|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115089|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115090|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115091|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115107|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115108|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115109|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115114|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115121|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115122|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115191|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115192|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115194|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115195|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115196|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115197|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115198|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115201|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115235|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115236|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115237|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115238|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115239|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115240|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115241|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115242|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115244|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115245|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115246|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115247|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115248|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115249|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115250|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115251|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115252|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115253|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115254|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115255|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115256|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115257|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115258|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115259|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115260|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115261|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115262|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115263|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115264|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115265|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115266|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115267|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115268|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115269|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115270|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115271|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115272|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115273|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115274|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115275|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115276|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115277|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115278|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115279|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115280|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115282|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115283|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115284|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115285|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115286|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115287|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115288|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115289|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115290|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115291|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115292|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115293|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115294|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115295|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115296|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115297|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115298|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115299|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115300|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115301|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115302|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115303|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115304|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115305|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115306|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115307|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115308|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115309|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115310|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115311|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115312|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115313|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115314|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115315|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115316|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115317|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115318|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115319|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115320|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115321|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115322|Inactive|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
P21115323|Active|"Status_NA|BA_NA|BA_Line_NA|Fund_NA|Task_NA|Working|FY07|Element|Month|BegBalance"|Project
